name,url,test_types,description,duration,job_levels,languages,rich_text
Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,K A B C D E P S,"The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Development, and Web Service Development.",30 minutes,"Entry-Level, Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Java 2 Platform Enterprise Edition 1.4 Fundamental
Description: The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Development, and Web Service Development.
Test Types: K A B C D E P S
Duration: 30 minutes
Job Levels: Entry-Level, Mid-Professional, Professional Individual Contributor,"
Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.",18 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Java 8 (New)
Description: Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.
Test Types: K A B C D E P S
Duration: 18 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,K A B C D E P S,Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.,5 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Java Design Patterns (New)
Description: Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.
Test Types: K A B C D E P S
Duration: 5 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.",17 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Java Frameworks (New)
Description: Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.
Test Types: K A B C D E P S
Duration: 17 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,K A B C D E P S,"The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Resource Management, Web Services, Webapp Control and View Technologies, and Webapp Technology.",30 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Java Platform Enterprise Edition 7 (Java EE 7)
Description: The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Resource Management, Web Services, Webapp Control and View Technologies, and Webapp Technology.
Test Types: K A B C D E P S
Duration: 30 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.",8 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Java Web Services (New)
Description: Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.
Test Types: K A B C D E P S
Duration: 8 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
JavaScript (New),https://www.shl.com/products/product-catalog/view/javascript-new/,K A B C D E P S,Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.,9 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: JavaScript (New)
Description: Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.
Test Types: K A B C D E P S
Duration: 9 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Jenkins (New),https://www.shl.com/products/product-catalog/view/jenkins-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.",6 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Jenkins (New)
Description: Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.
Test Types: K A B C D E P S
Duration: 6 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Job Control Language (New),https://www.shl.com/products/product-catalog/view/job-control-language-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing.",10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Job Control Language (New)
Description: Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing.
Test Types: K A B C D E P S
Duration: 10 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
jQuery (New),https://www.shl.com/products/product-catalog/view/jquery-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.",10 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: jQuery (New)
Description: Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.
Test Types: K A B C D E P S
Duration: 10 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Kubernetes (New),https://www.shl.com/products/product-catalog/view/kubernetes-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.",6 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Kubernetes (New)
Description: Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.
Test Types: K A B C D E P S
Duration: 6 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
